,SummonerID,Summoner_Name,Wins,Losses,League_Points,Account_ID
0,-0lV2KSOrYgZfH44TC1hyRlpZuge1BjZL4j7OFoRa001yHA,markboots,194,173,0,sVvAPfkUhY_elKH3VfT0cQ1zL9clktoDeKOA2CSu8-oP48U
1,-4QdjnBya3dqrBtrVYShRbQ-L8z2SvuyImUKQDQGp1m4lS0,Titan Dweevil,332,318,160,yV5FUewOtSBuvyAsbyV6V_-LgB2VXGpgeVHKkSxQpKrEsw
2,-8FIUW94-YVyLr8wDjUvsOQ34rZsVlDH0jtP-1OjKhk9HJY,Fear Of Vi,269,248,10,Ci237tEo6zBMqyNQdFZR5LxakjscZl0wkMddqo4u7Qtq8gc
3,-9ch8HOPdNEKXivL3RdqGaXZCrskCq0wIdp1963L6Z7inhs,StopHittingBaron,75,64,16,5TpNebETkfxGA3bbXVD-03R8kEIFOfihBNs0UcuUqsZ1fQ
4,-JRSF0ruGgzSuC4iLYbrjorqRFDo2iNwJls230IojUqeIuA,Jozyy,272,257,60,0OHOlEZDghzbtl6n95GyCZvOAHBlQSn5boTZdCuZwBEFrw
5,-MdHS3sOlb9GZsaTgZno8J7-di98r9aFHuS7LIwj9dfkNuI,ˇ aaron,404,390,87,b7t2-fZzozmhZhn_zo4rNznfWxwulP4nWLLaRTECq_-bhus
6,-N52b_MfnapgaHpY0BcdZpiqj9XiD1OX8xcAqIhLR53pLT8,Eyyywick,128,107,18,KXRABEmAGRfiITixChVX0TXaPLiELbY7ZkdydSdiY9zD9g
7,-RCSusKUM08DO4Xf1a71PQS2hapjSDixZonjsFMqAlHs4IQ,OddTurtle,66,57,92,7ERYP9spFkble1qpmxLF3zQ-bHFkJ4DV9Yd9iEES1GOIeA
8,-eFrIY6sSOb-QYuG0K8_VRkDTxvqrhwIvvpY5EWmDYUfYCQ,ChaosRain,187,175,7,TaY9EcDama3dI0rgL1MUM6LSFIlpA6xKCwSEDFhtwBN1wLc
9,-hv3jz4fQ0j-DrcV67cy_UfFuIOfjwWIHan4cJG0t8Hp4t0,Bâck To Paradise,78,48,63,GQldN83ympM85gYepAGqcL6pL9vgDkeuw0ovp0uiQfKXjA
10,-lCBY1RCLbe4UfCZEs7IjPgdAiHkOwE3hKaZpHDtTi_oQAg,ryanrg,162,148,26,GF06hrGuyQQ0bhOjlykk5R2uF5KQJ3gMjVisbdCN_2vZUus
11,07v_Blk3CIJJeDCQGChpu2tRSd-QG1zTmI9nr6NAfIhwBKs,LowKeyBoost Ćom,142,92,39,oWAzkMGydNdN7Uv0zAj9-AAXYc40OlVPkL1ABQ8GRgjtriA
12,08i0p5LTa-A8T_RHbrAzXXiMtiUpiVhz-CuN668Va6NqdP0,PurpleRoo,233,212,64,pEqeKM0NqvJFOQ8oMae9hIXs4o5oo_2hwYtystQsjPHRGQ
13,0CPZqRzAZOv-hRGmBWhpxRs2NP9o0NFhz8pgg6BpFtvl1B0,Fear My Jayce,80,52,15,mALhVGtPsw0c3uiiUPRc1Uyt9fnVVZQ9lexNQMfMXNsIOA
14,0DEHdHpFQnYO4EeSjIjjXettRT7GSItSztB-pm9CWocAhUY,dawolfsclaw,53,40,18,QotVE4FxoP4P0UZYJGNRzj4vCmudf7KjdZ_VB6cbWobw6Q
15,0L1f98s1A1WPGMhOSHv_wjfIgNM9Wen8nzdFr9zzsNGNzTo,Anivia Kid,132,124,128,pYr3fAP-UoBl8X4WXyOA_aH7XiVvuijzH9mZ0tSuTo0iD-A
16,0UXnes-ass_lkCPIYeNtjJolPREtxLCXT6PBrW8caNtVll4,Regular Mid,130,99,131,8oTeLshgZK9JdK72C5ufq9Rz5kmbfJJFg5NGYwlwZmEbjRE
17,0UcfOPoMSf8sRW0Xnzf3d5ZpT4XzFKQLQJB9aILRCl0VgDk,ArgentumSky,94,76,130,Hl62p65-lsCDJu7nai9JrKtYNi2m_EMFVqWtSkxN_4sfNdI
18,0X4T_pHaXgC3ZTrO2TAgpTE_W5NtCCmvh37oQx_4iTD1u48,Kill Our ADC ,138,93,36,FlZteG3usao73P9g-QoHIPoOwiALSQ7ewKOdqRtE_VBHK7A
19,0eGj2rk9xjFMqDDcSscRkL_hqlBuYX9N2deHjhjdHhfEjrQ,ekkoro,62,38,68,FHbV19eIQzspwKBd16dT2WTyFON9BvedemmjmDCticwSGus
20,0i2ed7mlSMrlMf4T03kNAsL6sZNkbR5jYpDwFwXy569WV6c,Third Bolt,179,164,15,Yw_WhDIWuB3i9XRVhhORmRS9scGQ4Qk7VneBXk5ltnnVzu4
21,0lGg2Ymt03mLdo5nbcTasCqsTykt_XszzcxLbqledAA5sV8,THE Jons,196,187,78,s0LcEdMAYM7JesBGdGis_7wqk6-1Ju4LFgk0WxCbZHbkNw
22,0neayJlcRuPW1vj8DqviWnMgWnnK2PQ8lA6Sb8R62hc_tqA,Alicopter,180,182,86,I2lGRMd9tXqgwVFQJ12D6XgMvN_nUjtAcRrGbJ4kqBuXUA
23,0yhVwGorXMHhVS8LdcjzfP2bgfcq6hzygi68bZRZYk2wH9g,Blazed Nova,131,112,147,21TR1XkwF37hzi1JWUeNFZ5Yp1uOsaiTdYsWGUQ3_2AAeg
24,1619F8pypJsgpCFGkzntXcNLwQpShowcEdFUNmCZ2jgv3KE,Zequilla,142,132,101,He9GS1-L1h3kNwSdhRzw1FJjzX5aRJW2pAZxl_iOnffuOVc
25,1Evh-fFVE5gd4KXEsCP7iZdtLQ55dasoa7bLdlUUbuhIaNI,shi zi wàng,254,233,34,qqVau34gh5HdIXu8n1z1p_nOZicLsrpdqOqCo50air0rSEA
26,1MtdiVjFgKfSvtQxUFUtkc4CZUjdRetVotDC6txdgompAxs,CBC,170,149,98,sra52lCh6A2v2ZAErlkXFrkQQyjDBaOHJYUBtdJDNJF9ow
27,1Pup01i9gTLO_qurTeKQY14fzb0nCQaY4T1pN0HWZg27la0,Alymere,61,39,61,p1s0fKsP0dM9OtRPU_JGEbl9_SJqgjSA3XCBLMjOK-I6QGI
28,1RrgheLJl73pJP_7N-5OocJd53Voy3N3DILJJRr6fMV8GMA,Unstoppable,51,36,41,1d9H_YWoW137AcBBTWoRmIk6y1k9k2-VR5Di_UU9WdBx6a4
29,1UHiirugTa7G64DD7qCnr0_oEAW8IEUuNftajqpJKGBt1oE,Axal,207,185,47,PyBWUMlWGV7B1NMRx73sYCv_vFgXXGLc6x7D_WHQUFkiZA
30,1deQnpVKpGd6KkPZzJ1JGg-_4B62TBsKgc7Z3-8N_SJtFMI,Shuang,109,90,130,8wzb_PrXL8bd1yu9IZwXisQh5VFFMwW2VVMSagNau7-wi95B-wMl6Z-u
31,1nv4xdbJf5bcGIjODKsE0fh5RfCWXFWI-41aAsIJtknQdvs,ABelievin,135,113,36,ADL8PJOvmmMnvWbj53xsMsjuEef5Dje49cgWtNM4PWKXgsM
32,1rd4ee2YNscSuw3Z00dOhG1S_FEE9dlEucmgcCyeyugRHZc,Pentius,135,116,105,OHqnFU70BxNlgmBwEKv7qwIM4rPwg4JHjVNA4SmnMwbSbhk
33,1uc1STzAVWVFPBPC2tAVGdIaVEu2lX3N8Ir_bHkjT0OiPKs,YIWU USB,66,48,108,d48OXfDr1kyLpwM2BRBkT1PRFbnxTgVMa-b-rtHaDYfDRH0
34,1xeCvCRsqSnAnzYnEELU6K8AaVES4Sz0un-hr6N697jPJ2Y,enoLAtfeL,170,161,55,D56rBbSaDEUhnuF4lHo_SosLIHjv6VuBSoeCAomLRgAzGPo
35,2FzRLFPFOEz6acuMb2hGDfMUEG6-9CJInCAxRsNC105nJvk,The XiuXiu,120,87,118,MOrCui8CgndvHKX2T3_4Lq-pf2xV6LAKNEstPJ2F6vT_DmI
36,2KLW9RhngN8p0dgsH0vDTjSpX_WSMBPMROJkHJO1eCMkQRM,Rïvéń,112,66,6,W3JUJXlTuYH3Fk_lQGeLY5MePmHkBrytMq248VDTpqgt-CQ
37,2ip--i14BNliWZ_M22iuF4MDhxY4e0X6buSa88M2E0TZJLo,Phóoka,92,60,80,irYEDCGiKU4MEw1htbWlvfgPOPERnHhr5MwbZFcSaXhGDw
38,2mdIhCLDUMRFVOxm5XjCyVQ6S17uNrus3w-XYW0f5dBoGAw,çkg,70,52,129,6e2-8-C94tDx9B_vejs3O6WVYOB_H_GVZZd6LOZZH7E9rA
39,33puEDSc5umVMpyrFwkaKZmKI0YjbV7yJmIykTvsqP24-Mg,nisiwohuo1,149,128,15,hTzotmDrLQ62aaved95GWaWcS1zO4oxHHIZD_N83HBcDyzo
40,39Ma8tc7bYUO9dKssi2rOg_em91HYyEyduMQmzHLMwDglcQ,LL Stylish,136,108,147,COE_EFUWHOxe5rx47UjhSjC6KsQXDKMu6eV5gKjBnpDPn04
41,3CjUrE8JTqopCUYiWcpGC4dIDmw5yPZlUykucs3HKs1UDL4,hi im lolita,52,31,60,UVD4wcAUQj5scTq_OBL7P7kAnHJLiAebJw4luXhsu1T52g
42,3EcxmQtx0QfFetYtQ2wnH9-wxSHHRJ1FzKYgfVc16LAfg68,MetaSolaray,165,149,116,C5TPx3hElG4GIfOv-3zKp5eQxupc8dfUil40aYx6OGREHw
43,3Hnd7vp4sd0W9df2OCrlAce_Ov3l07BG5FPAR2wwDJUJvBQ,curz,187,150,110,X4KMHm9ux9GOAbaoYc_eMbT7jCGVNnPrcZxs9ajYW1qZ_so
44,3UOUJ18QbG4YmzajsOXocDfgvGCG0uTbGDU6g6ZySd5rnF8,Slash Dog ,161,147,49,V360R1o7dFUlbDq126CLMraIgcfsB2S-bIRkZCpQ0wjtGg
45,3WAj_T85RhTN9GYqKZHuwomQ2RI1DRa5-nxHj3Kf2EfMFuo,shoogi,189,171,100,xkGH1E_JLQS2day-VBwBfMFIBS0v_eRSo9MzuOTWd2U28w
46,3dbSGTmzCkgiw8kqB7BYQSWgbA8cKK-iAGI4k9aoIjf0BN8,esoary9,123,115,112,wpZAKYz2hJRGJsTMnlR3MOFaF4fFms2HPhvSYR3ibD3Xzjk
47,3e13umLk9INAP_QD8IdcXWOSW9Qh-_nKci0QC2y4dW0BAxY, Lwj,72,57,52,pI1v_PwW4dT_nz_rCfXeCXfFVNHBdXgk3sZDLdp4g4DjtsQ
48,3eyCSrXJzyaV51kMd78YjlYx_eegEdKQO5xGFKntTePmT9o,bigfatlp,296,290,54,z4qpVk6lGXk6NXiy-iePmb50G5fV4AQkdayYtonwJQ
49,3fEzsa8bxcxAjoz5fo-KpDXMnPMjR4r0At-Tt_G2c7QtTOXF,Kyyyyy,55,26,35,EDPAPh-8lKuAHgzxeck8Mn5FWXDg781qYd8z7oowSJKot1g
50,3gMA7r0Dk_qkOCDqeWQC6ae6JqXwrZY-q9x6QYX_dUUlF_0,Unpureruination,64,52,37,5CkpPccTgWwR48QLbql406-sXdiB4opP13xGqR-94mQwxVU
51,3nZW-WoP1DbCPKTgaO7k7X107ZkMvk156qT8McvoB2lG5nU,NMSL GGWP NICE,393,347,15,2Cdhgypg9wABy0KTaeA_NrIrljV7XB70sZugk3feoqyciUU
52,3oGQGITKt1QMmddV28i5uz_MdyQ2L4JR8PCD5l23kgrjrGk,Free WiFi,84,70,16,Yw6PFW6oqN07n2CJuTN1rRAbM_wi8R6xpQEosjoluqR-fg
53,3y9q_LPveqA2MKYzOF6wu3IE1vpLwAnlgW_pswU5fOuIVGx_,AbsoIve,111,94,86,kw_9Ld_YXLUjmAWgZ5fWRKMkhd5HpbbTmYFUjLVtNlGRqA
54,3yuSwNUhO1LCPnwl9OHqhJ1K6LGUz2d6ub_u8mxXDJfF7QU,Magi1234,103,83,79,x1xSB0tdcYMEAGRS9LbrcNlacOwmvZDigcSEFX5Wv2_SGw
55,4704ESnVdAiSlsfBcrk4FMrFw6Gwpkts3u0HuZcrs8_jZfU,CQ HELPER,154,132,69,COvYA3q-SLDBeRuLBa-t8nB883CDM0JZE1QmJeeUbCSiUNs
56,4GvJh7FZ9rrrPIQc3D6GUBu6zIaYPaNpHPFMVyMvph6G3C0,Chanseul,107,88,20,WWYFHlahIiy0q5-S5EhZum1CNBrOe7t6KRKthHONEP25nbk
57,4Pxc8qFmfu5KnEmqcaTAUvIm9K4UOqhJMWhNXv6vsnqdhRE,hi lm lolita,183,166,56,DSc7zhTQ2JgW4kDVXWTDmpcQAO_AbXUNdCfsF3qW3BzE2Fk
58,4RX56n538zQ53IhYxyDZnT6fKtlLsqXaqq9U0HMvv_IUAdg,DirtyMobs,187,161,154,kee-0UrHsk1jrZL22FTlFuote2yTDT3eEjqNc9HkeD6Fow
59,4WZL3Yjh30FoXLZrju4JY9oRubg6mgmM2THmxGeW43GtiR4,Rainy,175,159,30,-cmBOuVd4vncTfmOMEaGuwMkSmOk7DPg82Tgw-8ofEOvPzk
60,4_TfzLnRW5NyEt4nVlLoHcKkqaGT_a8CL6XrEtsJnNeIS7Q,Alfabet,138,117,57,HsMIKxtG3LXU3N1SUvPMO51QWa_Z4zZpY1XlLObHXKsvqg
61,4g05DVgLoKssQWRyvkm-Ss_oC3U2BcKpum-qB4NHs7IRRNg,Lupo,46,36,16,oEOu7YmFWl-2WMHZty3JKCHdgf8fAMwYSzf4tR0FqRHtRg
62,4g4-dR_tStpHnzQodVaJYj-PJK3fqdP0yvwIbx2aXHkNx_o,6XDDDDDD9,45,30,97,cEonOfsLzo8ZmLayWCeAJuA1M2p-iQvkP2L4-89CkNBecN-Sx2M4SQOf
63,4ieWksp-pfPlUUa6xnFNmx_XjMsLe6PrH-3srcQvkRBdr_o,ˆTwice Sanaˆ,55,38,64,SiQTeDn3n7h7Hxt5hWrV5XjPWTVhIGFCNjopQNT6BAFoZxI
64,4j8ry354ocAH9ngkl3o_nUN_r66HvC4TFkaRToe-kNtjL0M,Sçorpio,85,63,109,_1g9_omryP7TXvymlbAcZoJLgrMLNeDPR785DWTUwQQvMKc
65,4kKPOk_MaETbFu9zYJAYjGd2qrHzOmF4ZYIS1wJvMJ2EDW0,Adc Abuser,140,122,79,-JkBSRo0req5btY7N_hMT9mB7z2gqxFm8z_AuGgiUs5MJSgpt3r4WD4b
66,51GTFJWCp9P3jfZLWxZfgR1EwN8wqHqGFEmQRpJeDmhCxws,TC porsche,71,64,15,Aj9eKQO_pIe_f4B4W5KwJhuG-oxB7c7cxGiVDoAO8BscusY
67,55obKnEY4uoXS72vJd5MY61v6oBzNz_bQjb2_JW1idUHvmY,HOT RUFFLES ,159,149,15,9pIE-PnT3TDIk1ovIDpKk3s2pxd64XOIjg1lX3lfxoKD9Q
68,5UnYSMQMsIDBjh6lRLNQUwxKqCET5sFXMfiJEX19Aw-6ksI,XChanX,51,39,18,HUTvuicC7qYDjVLiwUb2u_qWsTEeV0TT6m5hkfhRhqBntGU
69,5ZlzVGJw3aPIwdqp_WMcJINuEFcUo7481FZk_ybd-D1MdXg,Flamboozle,58,41,25,aVHQKCDT65cjvCiAZ63XXvdfuZfCANOgX3cxncQQiz25Cw
70,5dIr0G5sijXFZ2ULyKtvBEB959EjHh8AAPmqeTjLt601c8A,Im Nebs,120,99,16,EdnmTqSEdMFmx1BrwUuz__i4HVq3bF0SHwcqze3OMBR_qmM
71,5dPmFqfRzCBxEPDf3-m5H41gNNIkA15uRVzXZuSB6JRgM0k,mhm yupp,186,167,33,aNgPCTn_FLXUfgFNnXNKv1eh40XSbhCrjwDnK2vyHwm-fmw
72,5doMk45EKSoDPlOATkcrCm-xQAWk73DGUrTkV9oMnCg7Z70,Exclusive Thot,91,69,88,ke278Fiq9D6IKZ6GkEObr29k5FI_opfxOdQbDy58KUhbIA
73,5eqJhoevFGdtlsYgGDxBpDM8NqoYKKhPnZCWZcxfSZ8e1KY,Vakin,90,67,67,c78JluoScRzi8wQt_zm8JZ72v8FvFbpfoVYH_LzYxUsv4UA
74,5f4chRb4U3OnripHWdUC30ZgASIDLKyPSVYaNsBfcbNjb6Y,Kind Jungle,117,67,36,WehI7DB-MuoE7x4o4eAU-YDfX3sm3Y-aCLPh2ekVh4ntu38
75,5hlh2TnrYLYOxf3QmTdAoGZwol0wd7bgxgQ3kINqRNGbsXM,Dead420,99,87,23,Cg5SVSLul2TT7T4wZzx2ud4S-iamCx4ljnHKjA7uImz9JMI
76,5kMO9vmPZl_13SjAppNCBlBKJTOBKoKnWgqO6wAWMBRPSxY,Abou444,107,85,61,eXAI2B8oAJgQ85LKNYT2x94p8FQp2Uc5QAyeugMFUk8q9w
77,5p1JxMFMhXlJk5FJRd5H9TmDmEB6v2yA8N4i9fmctx9jSo4,AGayAccountant,77,60,71,NRlStVxByWdCqQqDsKowLk0KjRt5NWLPJmpd-z-y95u-Vg
78,5paMn4tT-w3hLwxCgAM-_ZminS_XlauYypj_ZVIS57rZWpw,Karinerino1,114,75,82,5rnnyxRPi9uv6b0nZ6FrTv8tIeVc49YbfvNBjTXBSR0LIMpLkVWGe65T
79,5wEdV82QHWL_kM5xEbLf8-Klm00QSwvidy39AyMHYRcbYT0,Pfohobear,112,80,127,4RAHcDAwrs-g1PfIqUgB8u68-9jeVG0tUCscvrHpYiVIug
80,5xfFaMFR4wTdaMrQ_7p9ADRxeEX_zLcVvYqL8wcfbr-PYpxh,ZHX,75,49,26,Z3olZ_Zv-b4hK38-xm-cPdYaiyOv2-WHUQzgP5Rdxg
81,62LBQso9k7SCUGgXx0XTCW3YJ4Fj-5raLrBTy-eLSKrn_Vs,Voyboy,83,73,88,gChwB7yyeEuRSdKb7RT6YgKAaRpvQlhyXL1bDPmaz8VNmg
82,65SMeGUKuFVFKA2E_ee6mrcWfoIpp1vb2jGAVwP9I4lVjHY,ìîÔïí,111,107,30,-Q-xy9UZNSjikBowGlKIEkzuxRe7Zf3QO9Ui5rEzf_vQAoZiO2Y36GqL
83,6AtWNFD92fQ_ze6dd8IJBM-8CKF2MmkrdyacJ5CvPu7soQA,GANBGIB,87,48,72,K2nue207_ftBdAdEd8eP1RVzbQmNYFYYZ1WteVqTfmaELg
84,6O_nlAqo2NavF1XYWfjOUs0c-4xnZkbgFCz70t1whuxHLRs,lÖöÖl,90,63,123,vxEd_1zzsW8pOfSe7Nag1LrhUBbfzyhD9es2bscy4AbZiXo
85,6QJ6pYtp-Un27V_NDcbEi8CNfNsXf41OYbJmQveaZUl_P-E,LiDaYe X,130,109,59,ldf2MEC6H9EifE_B-Wlkbh4OAQ5eInYZy-VEbwIm-AbVwAM
86,6Z1tFHxX_MAAPaGPceYe7F6w1MMDhgV6n0beBK3oS3gG,Tippey,75,51,48,s-mojyK6Qlc4bb1cgsGyiCcgRkBn8G7L3jak9s8VtJkSg4A
87,6emW3XCG_StFLkjEV2T98OYKMYAxdz8gXJT1IoREAc5iQQg,Codý,124,105,39,-Mc_xhKaqPJKUaJrfqa9bjtRqKmqlgJdK9s1BhPwVHIOt1U
88,6n6C_yjVfzpCsIhtXo2sk6_ID5P2AxsihDIa97qYLG0wV0k,inchesevan,102,89,15,oXeLlwz8sXMtPgwP_GKds_6fHvgSOE_4LOoQaiVMSYvBsCQ
89,6ofJseSQqDBCVqGPcNjNlhbOvzOL3IoZ2c_fDrZtUVFtgeo,krp,40,30,14,JeJqDNZ0Pb1aQRcwYNAzHYA8hBhQUL9L1Yv1qTLNnu85DQ
90,6rphGFechkmE3AaPK54brz3yrwSImoDW6aUbA7bPv0EzUH0,The Great Shafiq,234,225,124,9-vVbG0xolMTujxOT3I8Rr_fMrYQ5maYvyznKiua1FvMxvo
91,6zMGB_BcrV-A2T1lNUd0DxtrqEbMOpYklCLr57unyh7DjXQ,Not2Clean,256,242,89,TWa7uqoBuWSs57wMMLG7YBY8tRiLf5kA6rwLh8sBVGJbJGU
92,76Kp0FUy0oMoZbIQlJM4S4P_eZfaukScoeu-lX5ZeQE2h6I,Gangplank Main,231,216,95,O_PPtNI3tbEG6iC2Jj9zMCPxk2Gda3wihN-0waupTv5AwA
93,7CqS1gZSTOQWUd9SbgynbmrpnIy7BArdyXwnhL6_cZ-rbUg,Sprusse,29,24,20,5D7FcnQzkk0LUGXVH_eNlOyChWcNbV-n6XhEdoSN-4YzOg
94,7IFe9Hz2mWe2mSd5OeGsrwWqwY3sjpJetWolPVX-y9WTBfs,SmebSsumdayMarin,68,78,44,Zi0was_fIgbsTH-Fegqym5QuYLd13N5U1YeYwtjMFHWnR24
95,7ImuuYFcp6_Dkc5r25igYtfQzZxJ4Npbfei8tuUnnO_GWbM,Kyuki,175,162,65,lmuc9FMuB3Krr78URwxPv4wFvTse_kIfu6UUMFAVBRGT4g
96,7Rq4Sk5Hx7MQCrqxOCxHG3yPXXBnFueW22YSGOVKA-gNu1E,Touma,115,60,21,Ba8HaK9C3Ouv1v-qBPDp-uFDzcwXC8cgKzKItimcDpVTew0
97,7n_Uj0WAgFkl2Zo4DnJePFPI6NxdA18AtgEmCWAmCgaMLyI,Sunset,169,151,99,82wwvL1TnmUEwSkt2aTBdYio2Jggjw3RHdQMltQuOg
98,7qYqtj9F7h4bMtjzhxgaL45GRS6AzuMdy-Z3P3CYoo4X95I,overdrink77,181,156,48,2t4mDrm1l58yL_MhCKKvDj5OQILGQfk9QVJdtIAQ31TwVKw
99,7qmw83zA4ba493UzzyWi1eJKiLUFNFcUBDh7c8xdigULNjo,IncelEgirlKiller,116,80,123,w9xLAB3cz2vFAhcLNC0qaZ9UDPskfnj4YPo4IKbdtKB5qQ
100,7yq4g180uRJ0oIJ_zgIGUHMCD9IJxIA_XzP2ZQ6xSItMIV4,Bobjenkins,95,73,50,r2fICgMSNr0jEsGwV1m2Mjx_kydM7zpCxZ8X_fddD56s3A0
101,8BmkjtI9aRsZGDJj6N1_10ylULPvOuJPyPdhl7kXpf7jG-U,Lycho,165,151,94,4UrvhC5AH2qapnfHVVDnvgrl8iJvtNZJqAwsZjz74jT7MSM
102,8EYpyNmFDz_5yfwD7doLso3ZSTnGc_TIXmbXiXAMXUNyrEg,Blower,34,20,27,qGW3uG7GXXp32sMpa-PLKieJlfEXkW0muv6FFKNjg9YTBzI
103,8NaIcFhvW1ReX91GrMnBOLWWXhnWwYwmYkmxsQ2mswX2r7I,haru dad,127,83,56,bGBzC4ve9KFKulACYWph0YYwho8QeXtTepfNMW91URDdKqQ
104,8VJYMIULq2aO_pYXOa195Qj6egnO1Kzm1ITGEUuakX-B56I,Appassionato,161,132,52,OOJXQSDtUTAHMwpgilS-9NREfOPTIqLzkgeImQwTjALPiK8
105,8dIYlXUVPeoKnux54xE3A3UX0F4oa7Wf3p9uTVn3GYjwVYE,Colazzz,198,168,38,l8upoC7nevYXsIRXuxgRCzEdS6oQAQ5Ih15xs7_kQ2r3Q9s
106,8jNqlHpPTlkbJKtUuz9CdvubJ-1D4JnP2vK8ctvWQNr84jA,Smurfaroni Pizza,112,87,0,QHKQJK3TtZG5rehYBprcZ2mtJ6scU2jLbvb6ltpLIk4WLQ
107,8lCyEvisUt617Mrj9ePI8N0pyem5MIAE-7TwEIeN6Vnm9go,IPT KennedyXiong,241,214,83,DrzH_OD-DUfNc8sAaihHsG46ecFI41v9ghF9FCWDu2zkKg
108,8rsikPnGvyvaq-OQIECfxTUCUGGN20dQyyGzU7w4QBajAx0,Sprinter,58,48,16,VN-zB8Z35Mw3U2BbSZLWoliVlUr0Xu9pG8QxpJBAfvi9rA
109,8uoFsMLXJl-oZM9Wo6ANnLb4EsF_P5ZIi3-Wn_D5zm-e_t0,IAmDecember,164,151,53,igApqWhRlCyyTJaVTDPbjf286C28jYlus5T8Zn6mXIduqpo
110,8y_3FtisGqaNgn20wXFW2_la12JLj0r0aFIbd-vIGIXj_VQ,parnellyx,275,246,131,r2dUfNNWiGIOLWAiGAVfNsOlJhm2JmOlEZSCDLnMH1JP2w
111,92E-KxT0MDBfLjCRRxiQiS1QrpGD9bnNpMrPSbDbNQWYYls,Liquid Matt,98,75,118,HhwAABy4hgik_7w6KI1pBOOKg5ZT6ugGqRgShF8mBQzZIoA
112,93ZAqqrwActy6Tl3c1GMLLPhVoR_c9w4stiH1X9egOik6vs,The Harem King,209,197,18,yBHy0As6PXbznxZGIwZgQiXE5NUobPwtqqc8dAclPutxZhc
113,9Gsctks4MQkWUeQJF--ft1Eu1TljuDr2JaT0OfjWYPCKhNA,S9 S1y1 w9y,151,124,116,XFKQdpo3l12Pt3Zhuq_cnIT4W9ErP-zE3HA9MfwIyhZsP27IJoKOKZ49
114,9ILMDO45ylWaBSKJRqRxz58L8PqvUrpAJE78GelmQFpF1-w,Ornn Support,388,366,50,FreUmzMdC1yyps7p-XYQy5l2FcRlDW4aOBqqZU6i-2_7-lE
115,9KNiP7qibY6A0NGpXdZqyHsr8fGPl-wAqMlZ0qhBy09KaPQ,TheRíckestRíck,244,235,3,DPl0vgitZPqPIDniWncWLl1qUeGoFlQrt2LxkEnGp90wSg
116,9QhaFiIyqNJ0Lo0w7iubOyjT_owknv6SGFedPJPLmRBTNTM,sbsbsbsb,97,78,143,QxbnSE7r8Cnm_9PWISMnqPLzq73pxT1i2K7195YDJaeclj4
